"Data Source","World Development Indicators",

"Last Updated Date","2016-07-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Bolivia","BOL","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","28.2000007629395","28.1000003814697","27","28.3999996185303","28.2000007629395","28.2000007629395","28.7000007629395","28.1000003814697","28","1.20000004768372","0.200000002980232","1","1.29999995231628","0.699999988079071","0.699999988079071","1.10000002384186","4","4","","37.2000007629395","35.2999992370605","39.7999992370605","36.2000007629395","34.7000007629395","34.7000007629395","39.0999984741211","39.5","38.2999992370605","34.7000007629395","","","","","","","",
"Brazil","BRA","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","19.7999992370605","19.2999992370605","19.2999992370605","19.1000003814697","18.5","14.8000001907349","15.3999996185303","14.6999998092651","14","13.3000001907349","","24.7000007629395","24.1000003814697","","22.5","19.7000007629395","20.2000007629395","19.2999992370605","20.3999996185303","10.6000003814697","16.1000003814697","16.5","16.1000003814697","16","16","15","13.8999996185303","13.1000003814697","12.1999998092651","","11.1999998092651","10","10.1000003814697","","",
"Barbados","BRB","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","8.89999961853027","8.5","7.69999980926514","7.80000019073486","7.19999980926514","7.5","6.69999980926514","6.59999990463257","6.59999990463257","5.5","4.40000009536743","4.19999980926514","4.5","4.30000019073486","3.59999990463257","4.30000019073486","4.19999980926514","3.59999990463257","3.29999995231628","3.29999995231628","3.59999990463257","3.09999990463257","3.5","2.5","","","","","","1.89999997615814","2.29999995231628","2.09999990463257","1.60000002384186","","",
"Brunei Darussalam","BRN","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.60000002384186","","","","","","","","","","0.300000011920929","","","","","","","","","","","","","0.400000005960464","",
"Bhutan","BTN","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.6999969482422","","63","72.0999984741211","","","72.0999984741211","65.3000030517578","67.8000030517578","75.0999984741211","65.6999969482422","","",
"Botswana","BWA","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","60.5","","","","","","","","","","","10.6999998092651","","12.8999996185303","","17","5.90000009536743","","12.8999996185303","","","24.2999992370605","","","","21.2999992370605","","","","","",
"Central African Republic","CAF","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","3.20000004768372","3.20000004768372","3.09999990463257","3.29999995231628","3.20000004768372","3.09999990463257","3","2.59999990463257","2.59999990463257","2.59999990463257","2.5","2.59999990463257","2.5","2.59999990463257","2.59999990463257","2.40000009536743","2.29999995231628","2.29999995231628","2.29999995231628","2.09999990463257","1.89999997615814","1.60000002384186","1.60000002384186","1.5","1.5","1.60000002384186","1.60000002384186","1.5","1.29999995231628","1.29999995231628","1.29999995231628","1.20000004768372","1.20000004768372","1.20000004768372","1.20000004768372","",
"Central Europe and the Baltics","CEB","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.7858488326646","23.6879803981722","23.7158968271489","22.2968166477968","22.6111778736796","22.0178050898339","19.9044302162438","18.9173253643006","18.5353905359328","16.3123240710385","15.8128256089657","14.2531416976491","13.8840972764324","12.9190420476633","12.1894283353511","11.7063921277058","11.6992823204584","11.8813558156999","11.432353964494","11.1264815961115","10.6507512306612","10.185997588058","",
"Switzerland","CHE","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","5.09999990463257","5.30000019073486","5.19999980926514","5.19999980926514","5","4.80000019073486","4.5","4.30000019073486","4","3.70000004768372","3.5","3.59999990463257","3.90000009536743","3.90000009536743","3.79999995231628","3.59999990463257","3.20000004768372","3.59999990463257","3.59999990463257","3.29999995231628","3.5","3.09999990463257","3.09999990463257","3","2.59999990463257","2.59999990463257","2.40000009536743","2.5","2.20000004768372","2.09999990463257","2.29999995231628","2.59999990463257","2.70000004768372","2.5","2.40000009536743","",
"Channel Islands","CHI","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","2.79999995231628","2.20000004768372","2.5","2.5","3","4","4.5","5.59999990463257","6.40000009536743","5.90000009536743","5.90000009536743","6","6","6.09999990463257","5.5","5.30000019073486","5.30000019073486","4.5","4.59999990463257","4.59999990463257","4.59999990463257","4.59999990463257","4.69999980926514","4.90000009536743","","","","","","","5.90000009536743","5.30000019073486","5.59999990463257","4.59999990463257","","",
"China","CHN","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.19999980926514","4.09999990463257","3.79999995231628","3.70000004768372","3.5","","","","","","","","",
"Cote d'Ivoire","CIV","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6999969482422","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.2999992370605","","","","","","","","","","",
"Colombia","COL","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","0.5","","","","","0.699999988079071","0.899999976158142","0.600000023841858","0.600000023841858","0.600000023841858","0.600000023841858","0.600000023841858","0.800000011920929","0.699999988079071","0.800000011920929","0.600000023841858","0.800000011920929","0.5","0.600000023841858","0.5","0.5","14.1999998092651","5.5","7","6.40000009536743","8.10000038146973","6.09999990463257","5.80000019073486","5.90000009536743","6.19999980926514","6.59999990463257","7","7.30000019073486","6.80000019073486","6.59999990463257","",
"Comoros","COM","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","5.90000009536743","5.90000009536743","6.09999990463257","5","12.3999996185303","4.5","5.5","6.30000019073486","7.09999990463257","5.90000009536743","6.40000009536743","6.69999980926514","5.40000009536743","6.09999990463257","5.09999990463257","6.19999980926514","5.69999980926514","5.90000009536743","5.5","4.69999980926514","5.40000009536743","3.79999995231628","4.09999990463257","4.09999990463257","4","4.80000019073486","4.40000009536743","5.09999990463257","4.19999980926514","3.40000009536743","4.80000019073486","4.30000019073486","3.90000009536743","3.40000009536743","","",
"Caribbean small states","CSS","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2626417408895","8.83319609791978","8.94541527556004","8.35378440751197","7.88565375554495","7.99208035242326","6.74485703431881","5.90791563133089","","7.56244911304123","6.53898001719682","5.79149115848604","5.54957174648559","5.47919816308661","","","","","","","","","","",
"Cuba","CUB","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1999998092651","13.1999998092651","13.1999998092651","11.5","14.1999998092651","14.1999998092651","9.19999980926514","9.19999980926514","9.19999980926514","10.1000003814697","9.39999961853027","9.39999961853027","8.60000038146973","8.5","8.30000019073486","8.39999961853027","8.80000019073486","8","7.69999980926514","","",
"Curacao","CUW","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0.600000023841858","1","0.300000011920929","0.600000023841858","0.800000011920929","0.100000001490116","0","0.200000002980232","0.200000002980232","","",
"Cyprus","CYP","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","26.7000007629395","25.7000007629395","24.3999996185303","23","21.7000007629395","20.5","19.7999992370605","19.2000007629395","17.8999996185303","17.2000007629395","15.8999996185303","14","13.1000003814697","12.3999996185303","10.8000001907349","10.3999996185303","","","","3.79999995231628","4.09999990463257","3.59999990463257","3.5","3.29999995231628","3.40000009536743","2.90000009536743","2.5","1.89999997615814","2.09999990463257","2.20000004768372","1.89999997615814","1.79999995231628","1.39999997615814","1.29999995231628","1.79999995231628","",
"Czech Republic","CZE","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.69999980926514","8.30000019073486","6.69999980926514","6.30000019073486","5.69999980926514","5.5","4.80000019073486","4.30000019073486","4.19999980926514","3.90000009536743","3.79999995231628","3.40000009536743","3.5","3.20000004768372","3.20000004768372","2.79999995231628","2.79999995231628","2.5","2.29999995231628","2.20000004768372","1.89999997615814","1.89999997615814","1.89999997615814","2","1.60000002384186","",
"Germany","DEU","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3.59999990463257","3.40000009536743","3.09999990463257","3","2.59999990463257","2.59999990463257","2.29999995231628","2.29999995231628","2","2","1.89999997615814","1.79999995231628","1.60000002384186","1.70000004768372","1.5","1.5","1.20000004768372","1.20000004768372","1.10000002384186","1.10000002384186","1","0.899999976158142","0.899999976158142","",
"Djibouti","DJI","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6999998092651","","13.1999998092651","","","","","","13.6999998092651","","16.1000003814697","","8.30000019073486","","","","","","","","","","","","","","",
"Denmark","DNK","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","3.5","","3.90000009536743","3.29999995231628","3.40000009536743","2.79999995231628","3.20000004768372","3","2.79999995231628","2.79999995231628","3","2.70000004768372","2.59999990463257","2.59999990463257","2.5","2.09999990463257","1.70000004768372","1.79999995231628","1.29999995231628","1.89999997615814","1.70000004768372","1.5","1.60000002384186","1.79999995231628","1.60000002384186","1.39999997615814","1.5","1.10000002384186","1.10000002384186","0.800000011920929","0.800000011920929","1","0.899999976158142","0.899999976158142","",
"Dominican Republic","DOM","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.59999990463257","2.70000004768372","2.79999995231628","2.20000004768372","1.70000004768372","3.5","2.20000004768372","2.40000009536743","2.79999995231628","2.5","1.89999997615814","1.89999997615814","1.70000004768372","1.89999997615814","2.79999995231628","2.20000004768372","2.09999990463257","2.20000004768372","2.09999990463257","1.79999995231628","2.5","2.20000004768372","2.09999990463257","2.79999995231628","",
"Algeria","DZA","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5","","11","22.2999992370605","","","","","","","2.90000009536743","","","","",
"East Asia & Pacific (excluding high income)","EAP","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8958807281603","12.7673099892457","9.62296697381294","11.6433670988895","9.29135316402501","","","","","","","","",
"Early-demographic dividend","EAR","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2742354211592","","","","","","55.8886185217148","","","","","53.8038998005647","","","","","44.9198567067741","","","","","",
"East Asia & Pacific","EAS","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2015989629154","12.0596175074131","9.18128797209242","10.9915000250874","8.85668073952188","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4021186578573","","23.1624108232116","21.6692443920718","20.6068728132776","20.129374352307","18.4393019993669","17.0553679708013","15.9222004474972","15.4091432768426","16.7062447265256","15.1081306464307","15.813781812295","15.5237644977436","15.4257170095846","11.430038776988","",
"Europe & Central Asia","ECS","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0608151156315","11.095259375814","12.2600957534962","11.3894318082889","11.3198481677005","10.6954832455016","10.1500914957487","9.93133286209165","9.18230585728999","8.48192041188813","7.9129872848053","7.50349543068175","8.65445094223152","7.30887167889049","8.08090785615188","7.99877034965109","7.85751651362651","5.81684527665808","",
"Ecuador","ECU","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.29999995231628","1.89999997615814","2.40000009536743","2.40000009536743","2","1.89999997615814","1.89999997615814","2.29999995231628","2.40000009536743","21","27.2999992370605","","24.7000007629395","28.7999992370605","26.7000007629395","27","24","22.1000003814697","22.1000003814697","21.2999992370605","21","21.2000007629395","20.2999992370605","","",
"Egypt, Arab Rep.","EGY","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","9.5","10.1000003814697","9.19999980926514","41.2999992370605","46.5999984741211","","","","","63.2000007629395","52","38.9000015258789","52.4000015258789","46.5","47","42.5","11.3999996185303","40.5","35.2999992370605","31.8999996185303","39.4000015258789","31.8999996185303","27.6000003814697","39","46.5","46.5","43.2999992370605","46.5","45.5999984741211","46","42.7999992370605","43.2999992370605","37.5999984741211","42.9000015258789","","",
"Euro area","EMU","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6761133104518","6.25710982385979","5.86852842881299","5.56640342157344","5.28291225874722","5.03751820738842","5.21977273732025","4.83968746674755","4.31222794289359","4.03305500741762","3.89247719038505","3.70767688653586","3.58774970338583","3.27547857487991","3.17510761550731","3.02929758178125","2.84127985414338","2.52560052186305","2.49011625097195","2.43138829679264","2.30547671717293","2.24005988649776","2.10908532486577","2.04843599654111","",
"Eritrea","ERI","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","18.3999996185303","17.7000007629395","16.7999992370605","17.2000007629395","16.7000007629395","16.5","13.8000001907349","12.8000001907349","12","10.8000001907349","9.80000019073486","8.5","8.10000038146973","8.10000038146973","7.40000009536743","7.09999990463257","6.09999990463257","5.90000009536743","5.30000019073486","5","4.69999980926514","4.40000009536743","3.90000009536743","3.79999995231628","3.59999990463257","3.5","3.20000004768372","2.90000009536743","2.5","2.40000009536743","2.40000009536743","2.40000009536743","2.40000009536743","2.20000004768372","2.20000004768372","",
"Estonia","EST","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8999996185303","15.1999998092651","14","13.1999998092651","11.5","10.3000001907349","7.80000019073486","7.19999980926514","7","6.5","6.30000019073486","4.40000009536743","3.79999995231628","4.19999980926514","3.90000009536743","3.59999990463257","3.29999995231628","3.09999990463257","3","2.29999995231628","2.59999990463257","2.59999990463257","2.29999995231628","2.5","2.29999995231628","2.29999995231628","",
"Ethiopia","ETH","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.59999990463257","74.8000030517578","5.5","","","","","7.90000009536743","6.09999990463257","64.6999969482422","","",
"European Union","EUU","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.39414133589756","7.18267936820512","8.84844447697352","8.58908798003207","8.42447790083077","8.16358409318194","8.29841214718404","7.89482759140311","7.00509190702631","6.71194375625956","6.4787068365578","5.70875473351129","5.52066407267273","4.9918512782279","4.86291941560423","4.56383411986442","4.33627308543436","4.05751652943332","3.99249625751806","3.97971612909559","3.81182261793867","3.72021606735779","3.51614816683271","3.39265926001704","",
"Fragile and conflict affected situations","FCS","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
