Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Antigua and Barbuda,ATG,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.100000024,1.200000048,1.200000048,1.200000048,1.200000048,1.200000048,1.200000048,1.200000048,,,,,,,
Australia,AUS,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,4.099999905,4.5,4.300000191,4.300000191,4,4.300000191,4.400000095,4.099999905,4.099999905,3.900000095,4,3.900000095,3.599999905,3.599999905,3.5,3.5,3.400000095,3.5,3.5,3.5,3.400000095,3.5,3,2.599999905,2.700000048,2.5,2.400000095,2.299999952,2.200000048,2.200000048,2.299999952,1.899999976,2,1.700000048,,
Austria,AUT,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,12.5,10.80000019,10.5,10.19999981,10.10000038,9.300000191,9.199999809,9.399999619,8.5,8,7.800000191,8,8.199999809,8.600000381,7.699999809,7.199999809,6.599999905,6,5.900000095,5.900000095,5.599999905,4.699999809,5,5,5.199999809,4.699999809,4.699999809,4.599999905,4.300000191,3.799999952,3.799999952,4.099999905,
Azerbaijan,AZE,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.59999847,46.09999847,42.79999924,39.40000153,39,38,37.40000153,36.70000076,38,40,44.09999847,44.5,43.90000153,43.90000153,43.5,,
Burundi,BDI,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.59999847,,,,,,,,,,,,,,,,,
Belgium,BEL,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,2,1.899999976,1.899999976,1.899999976,1.899999976,1.899999976,1.899999976,1.799999952,1.799999952,1.799999952,1.899999976,1.899999976,2.5,2,2.200000048,2.099999905,2.200000048,2.099999905,1.600000024,1.899999976,1.100000024,0.899999976,1.100000024,1.100000024,1.5,1.399999976,1.200000048,1.299999952,1,1,0.899999976,0.800000012,0.699999988,0.800000012,0.800000012,
Benin,BEN,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.70000076,,,,,,,37.79999924,,,,,
Burkina Faso,BFA,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.40000153,,87.19999695,81.5,67.30000305,,,,,,,,
Bangladesh,BGD,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,8.899999619,9.300000191,11.39999962,,,71.5,,84.90000153,,,,,77.5,,,,76.90000153,,58.59999847,58.59999847,,68.09999847,,,,,64.80000305,,,,,
Bulgaria,BGR,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.899999619,6.5,7.5,7.400000095,7.599999905,6.400000095,5.800000191,5.400000095,5.5,5.199999809,5.099999905,4.699999809,4.199999809,4.300000191,4.5,
Bahrain,BHR,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,0.200000003,,,0.100000001,,,,,,0,,,,,
"Bahamas, The",BHS,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,1.700000048,,,2.200000048,,1.5,1.5,1.399999976,1.600000024,1.100000024,1.200000048,2.200000048,1.299999952,0.899999976,,1.399999976,1.700000048,0.600000024,0.400000006,0.300000012,0.5,0.200000003,0.699999988,0.5,,1.799999952,,,,
Bosnia and Herzegovina,BIH,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.800000191,,,,,,
Belize,BLZ,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.699999809,4.5,6.099999905,5,6.099999905,5.400000095,6.400000095,,,,,,3.299999952,,,,,,,,,,
Bermuda,BMU,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000003,0.300000012,0.300000012,0.300000012,0.300000012,,,,,0.300000012,0.400000006,0.300000012,0.300000012,,,
Bolivia,BOL,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,28.20000076,28.10000038,27,28.39999962,28.20000076,28.20000076,28.70000076,28.10000038,28,1.200000048,0.200000003,1,1.299999952,0.699999988,0.699999988,1.100000024,4,4,,37.20000076,35.29999924,39.79999924,36.20000076,34.70000076,34.70000076,39.09999847,39.5,38.29999924,34.70000076,,,,,,,
Brazil,BRA,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,19.79999924,19.29999924,19.29999924,19.10000038,18.5,14.80000019,15.39999962,14.69999981,14,13.30000019,,24.70000076,24.10000038,,22.5,19.70000076,20.20000076,19.29999924,20.39999962,10.60000038,16.10000038,16.5,16.10000038,16,16,15,13.89999962,13.10000038,12.19999981,,11.19999981,10,10.10000038,,
Barbados,BRB,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,8.899999619,8.5,7.699999809,7.800000191,7.199999809,7.5,6.699999809,6.599999905,6.599999905,5.5,4.400000095,4.199999809,4.5,4.300000191,3.599999905,4.300000191,4.199999809,3.599999905,3.299999952,3.299999952,3.599999905,3.099999905,3.5,2.5,,,,,,1.899999976,2.299999952,2.099999905,1.600000024,,
Brunei Darussalam,BRN,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.600000024,,,,,,,,,,0.300000012,,,,,,,,,,,,,0.400000006,
Bhutan,BTN,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.69999695,,63,72.09999847,,,72.09999847,65.30000305,67.80000305,75.09999847,65.69999695,,
Botswana,BWA,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,,,,,,,,,,,10.69999981,,12.89999962,,17,5.900000095,,12.89999962,,,24.29999924,,,,21.29999924,,,,,
Central African Republic,CAF,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,3.200000048,3.200000048,3.099999905,3.299999952,3.200000048,3.099999905,3,2.599999905,2.599999905,2.599999905,2.5,2.599999905,2.5,2.599999905,2.599999905,2.400000095,2.299999952,2.299999952,2.299999952,2.099999905,1.899999976,1.600000024,1.600000024,1.5,1.5,1.600000024,1.600000024,1.5,1.299999952,1.299999952,1.299999952,1.200000048,1.200000048,1.200000048,1.200000048,
Central Europe and the Baltics,CEB,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78584883,23.6879804,23.71589683,22.29681665,22.61117787,22.01780509,19.90443022,18.91732536,18.53539054,16.31232407,15.81282561,14.2531417,13.88409728,12.91904205,12.18942834,11.70639213,11.69928232,11.88135582,11.43235396,11.1264816,10.65075123,10.18599759,
Switzerland,CHE,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,5.099999905,5.300000191,5.199999809,5.199999809,5,4.800000191,4.5,4.300000191,4,3.700000048,3.5,3.599999905,3.900000095,3.900000095,3.799999952,3.599999905,3.200000048,3.599999905,3.599999905,3.299999952,3.5,3.099999905,3.099999905,3,2.599999905,2.599999905,2.400000095,2.5,2.200000048,2.099999905,2.299999952,2.599999905,2.700000048,2.5,2.400000095,
Channel Islands,CHI,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,2.799999952,2.200000048,2.5,2.5,3,4,4.5,5.599999905,6.400000095,5.900000095,5.900000095,6,6,6.099999905,5.5,5.300000191,5.300000191,4.5,4.599999905,4.599999905,4.599999905,4.599999905,4.699999809,4.900000095,,,,,,,5.900000095,5.300000191,5.599999905,4.599999905,,
China,CHN,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.199999809,4.099999905,3.799999952,3.700000048,3.5,,,,,,,,
Cote d'Ivoire,CIV,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.69999695,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.29999924,,,,,,,,,,
Colombia,COL,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.699999988,0.899999976,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.800000012,0.699999988,0.800000012,0.600000024,0.800000012,0.5,0.600000024,0.5,0.5,14.19999981,5.5,7,6.400000095,8.100000381,6.099999905,5.800000191,5.900000095,6.199999809,6.599999905,7,7.300000191,6.800000191,6.599999905,
Comoros,COM,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,5.900000095,5.900000095,6.099999905,5,12.39999962,4.5,5.5,6.300000191,7.099999905,5.900000095,6.400000095,6.699999809,5.400000095,6.099999905,5.099999905,6.199999809,5.699999809,5.900000095,5.5,4.699999809,5.400000095,3.799999952,4.099999905,4.099999905,4,4.800000191,4.400000095,5.099999905,4.199999809,3.400000095,4.800000191,4.300000191,3.900000095,3.400000095,,
Caribbean small states,CSS,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.26264174,8.833196098,8.945415276,8.353784408,7.885653756,7.992080352,6.744857034,5.907915631,,7.562449113,6.538980017,5.791491158,5.549571746,5.479198163,,,,,,,,,,
Cuba,CUB,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19999981,13.19999981,13.19999981,11.5,14.19999981,14.19999981,9.199999809,9.199999809,9.199999809,10.10000038,9.399999619,9.399999619,8.600000381,8.5,8.300000191,8.399999619,8.800000191,8,7.699999809,,
Curacao,CUW,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.600000024,1,0.300000012,0.600000024,0.800000012,0.100000001,0,0.200000003,0.200000003,,
Cyprus,CYP,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,26.70000076,25.70000076,24.39999962,23,21.70000076,20.5,19.79999924,19.20000076,17.89999962,17.20000076,15.89999962,14,13.10000038,12.39999962,10.80000019,10.39999962,,,,3.799999952,4.099999905,3.599999905,3.5,3.299999952,3.400000095,2.900000095,2.5,1.899999976,2.099999905,2.200000048,1.899999976,1.799999952,1.399999976,1.299999952,1.799999952,
Czech Republic,CZE,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.699999809,8.300000191,6.699999809,6.300000191,5.699999809,5.5,4.800000191,4.300000191,4.199999809,3.900000095,3.799999952,3.400000095,3.5,3.200000048,3.200000048,2.799999952,2.799999952,2.5,2.299999952,2.200000048,1.899999976,1.899999976,1.899999976,2,1.600000024,
Germany,DEU,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.599999905,3.400000095,3.099999905,3,2.599999905,2.599999905,2.299999952,2.299999952,2,2,1.899999976,1.799999952,1.600000024,1.700000048,1.5,1.5,1.200000048,1.200000048,1.100000024,1.100000024,1,0.899999976,0.899999976,
Djibouti,DJI,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69999981,,13.19999981,,,,,,13.69999981,,16.10000038,,8.300000191,,,,,,,,,,,,,,
Denmark,DNK,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,3.5,,3.900000095,3.299999952,3.400000095,2.799999952,3.200000048,3,2.799999952,2.799999952,3,2.700000048,2.599999905,2.599999905,2.5,2.099999905,1.700000048,1.799999952,1.299999952,1.899999976,1.700000048,1.5,1.600000024,1.799999952,1.600000024,1.399999976,1.5,1.100000024,1.100000024,0.800000012,0.800000012,1,0.899999976,0.899999976,
Dominican Republic,DOM,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.599999905,2.700000048,2.799999952,2.200000048,1.700000048,3.5,2.200000048,2.400000095,2.799999952,2.5,1.899999976,1.899999976,1.700000048,1.899999976,2.799999952,2.200000048,2.099999905,2.200000048,2.099999905,1.799999952,2.5,2.200000048,2.099999905,2.799999952,
Algeria,DZA,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,11,22.29999924,,,,,,,2.900000095,,,,
East Asia & Pacific (excluding high income),EAP,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.89588073,12.76730999,9.622966974,11.6433671,9.291353164,,,,,,,,
Early-demographic dividend,EAR,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.27423542,,,,,,55.88861852,,,,,53.8038998,,,,,44.91985671,,,,,
East Asia & Pacific,EAS,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.20159896,12.05961751,9.181287972,10.99150003,8.85668074,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.40211866,,23.16241082,21.66924439,20.60687281,20.12937435,18.439302,17.05536797,15.92220045,15.40914328,16.70624473,15.10813065,15.81378181,15.5237645,15.42571701,11.43003878,
Europe & Central Asia,ECS,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.06081512,11.09525938,12.26009575,11.38943181,11.31984817,10.69548325,10.1500915,9.931332862,9.182305857,8.481920412,7.912987285,7.503495431,8.654450942,7.308871679,8.080907856,7.99877035,7.857516514,5.816845277,
Ecuador,ECU,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.299999952,1.899999976,2.400000095,2.400000095,2,1.899999976,1.899999976,2.299999952,2.400000095,21,27.29999924,,24.70000076,28.79999924,26.70000076,27,24,22.10000038,22.10000038,21.29999924,21,21.20000076,20.29999924,,
"Egypt, Arab Rep.",EGY,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,9.5,10.10000038,9.199999809,41.29999924,46.59999847,,,,,63.20000076,52,38.90000153,52.40000153,46.5,47,42.5,11.39999962,40.5,35.29999924,31.89999962,39.40000153,31.89999962,27.60000038,39,46.5,46.5,43.29999924,46.5,45.59999847,46,42.79999924,43.29999924,37.59999847,42.90000153,,
Euro area,EMU,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67611331,6.257109824,5.868528429,5.566403422,5.282912259,5.037518207,5.219772737,4.839687467,4.312227943,4.033055007,3.89247719,3.707676887,3.587749703,3.275478575,3.175107616,3.029297582,2.841279854,2.525600522,2.490116251,2.431388297,2.305476717,2.240059886,2.109085325,2.048435997,
Eritrea,ERI,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,18.39999962,17.70000076,16.79999924,17.20000076,16.70000076,16.5,13.80000019,12.80000019,12,10.80000019,9.800000191,8.5,8.100000381,8.100000381,7.400000095,7.099999905,6.099999905,5.900000095,5.300000191,5,4.699999809,4.400000095,3.900000095,3.799999952,3.599999905,3.5,3.200000048,2.900000095,2.5,2.400000095,2.400000095,2.400000095,2.400000095,2.200000048,2.200000048,
Estonia,EST,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.89999962,15.19999981,14,13.19999981,11.5,10.30000019,7.800000191,7.199999809,7,6.5,6.300000191,4.400000095,3.799999952,4.199999809,3.900000095,3.599999905,3.299999952,3.099999905,3,2.299999952,2.599999905,2.599999905,2.299999952,2.5,2.299999952,2.299999952,
Ethiopia,ETH,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.599999905,74.80000305,5.5,,,,,7.900000095,6.099999905,64.69999695,,
European Union,EUU,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.394141336,7.182679368,8.848444477,8.58908798,8.424477901,8.163584093,8.298412147,7.894827591,7.005091907,6.711943756,6.478706837,5.708754734,5.520664073,4.991851278,4.862919416,4.56383412,4.336273085,4.057516529,3.992496258,3.979716129,3.811822618,3.720216067,3.516148167,3.39265926,
Fragile and conflict affected situations,FCS,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,11.69999981,10.89999962,10.5,10.30000019,9.899999619,9,8.300000191,7.699999809,7.199999809,6.699999809,6.699999809,6.599999905,6.300000191,6.099999905,6,5.300000191,5.599999905,5.300000191,4.599999905,4.300000191,3.799999952,3.700000048,3.700000048,3.400000095,3,2.900000095,2.700000048,2.5,2.599999905,2.700000048,2.700000048,2.299999952,2.200000048,2.200000048,2.200000048,
Fiji,FJI,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.800000012,,,0.800000012,0.699999988,0.699999988,0.5,0.699999988,,,0.5,0.5,0.400000006,0.5,0.400000006,,,,,,,,
France,FRA,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,7.300000191,7.099999905,6.800000191,6.5,6.199999809,5.900000095,5.599999905,5.400000095,5.099999905,4.800000191,4.5,4.199999809,4.900000095,4.5,4,3.700000048,3.5,3.400000095,3.099999905,2.900000095,2.799999952,2.799999952,2.700000048,2.599999905,2.599999905,2.200000048,2.200000048,2.099999905,1.799999952,1.899999976,1.799999952,1.799999952,1.799999952,1.799999952,1.600000024,
Faroe Islands,FRO,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.300000191,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,33.70000076,,,,,,,,,,
United Kingdom,GBR,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,1.299999952,1.200000048,1.200000048,1.200000048,1.200000048,1.200000048,1.100000024,1.100000024,1.200000048,1,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1.200000048,1.200000048,1,0.899999976,0.699999988,0.699999988,0.699999988,0.600000024,0.600000024,0.600000024,0.699999988,0.600000024,0.699999988,0.699999988,0.5,0.5,0.600000024,0.600000024,0.5,0.600000024,
Georgia,GEO,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90000153,54.09999847,57.5,52.79999924,55.29999924,56.79999924,56.5,57.20000076,57.40000153,56.59999847,,,,,,,,
Ghana,GHA,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.70000076,,,,,,,50.29999924,,,,,,,53.20000076,,,,37.70000076,,,41.40000153,,
Gibraltar,GIB,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.80000305,,,,,,,,,,,,,,,81.69999695,81.69999695,82,82,,,
