Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Austria,AUT,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275179863,1.218345481,6.639564201,2.27684443,5.273915713,6.351060135,5.336579493,5.68649784,6.745268409,5.30691954,2.667392051,1.862960401,0.845241265,0.905882583,1.43905644,1.438313775,4.836673839,5.00920886,6.712231865,5.232579133,
Burundi,BDI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,20.42051342,24.50410868,41.32726007,33.28938051,36.43075217,43.41542402,30.60759152,36.53473193,36.19229659,39.48074613,27.64952506,53.95082974,30.32819141,42.33918779,48.69373092,40.85524625,50.77564105,60.09772691,64.20220909,134.788016,40.51750872,20.42537945,18.50947106,11.98044176,16.59608365,2.396394791,4.208517603,8.788194991,13.69441999,,
Belgium,BEL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,5.237201449,4.121766425,3.585300137,2.3505118,3.084504564,3.577905434,8.364651341,4.857734175,12.91912156,17.58433855,16.36825798,14.36706125,16.15398299,8.859748371,9.151075428,8.811419799,9.864278944,5.565728297,5.130185707,5.448432715,7.08268441,7.514053221,6.325110186,9.162120363,9.968968686,10.99504385,13.64408465,8.653378311,8.994760712,5.240252509,5.033259343,6.004255332,4.243823895,2.165573,3.724805489,3.556844636,3.292803768,4.01342928,4.32356849,5.088122335,,
Burkina Faso,BFA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,4.478915451,5.500697775,4.392872798,4.618990708,5.257388742,5.074068976,9.836537498,9.391851641,10.76300751,11.52697449,12.36014245,17.59465469,18.31216701,12.52969787,13.65158979,15.18873232,9.351245987,13.09252284,10.33893886,12.11408013,15.27167439,,,,,,18.79285285,13.79779057,14.19582515,11.97827444,8.918905637,7.787415943,6.078127853,5.23269808,3.897752884,3.824430464,2.473583168,2.312912699,2.038977836,2.801598576,,
Bangladesh,BGD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,28.70376305,25.07352235,20.134069,23.32160301,22.08347062,18.91321009,21.63621263,21.90129171,23.7089234,25.54828165,38.53755236,37.27686826,30.65124316,29.64303831,34.15963617,27.21445327,19.71045652,16.27001338,14.52679848,15.97916298,13.80000188,12.01070137,10.41167166,10.91438141,10.60093483,9.638531929,10.08125865,8.115733299,6.993939324,7.170078026,5.374154007,6.487466966,5.02012834,5.391009211,4.292667843,5.498552228,5.246744951,5.282594573,5.240894505,
Bulgaria,BGR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,0.715171254,1.712417665,2.989183003,4.118854007,10.22765625,15.60209882,17.19500432,22.16683727,26.82621127,19.44096181,6.571425164,8.750824954,6.576146201,13.03598908,16.4613852,19.77634686,15.62534295,21.9295641,20.70488121,18.18174131,17.44151303,16.64174012,9.978528701,15.2880804,25.27217656,17.02578656,22.555706,17.70985522,19.97406115,15.0815013,12.15985183,13.34107102,13.29427424,14.70880699,
Bahrain,BHR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.202715914,14.20225091,13.84771693,7.87412943,7.637190097,6.94370481,7.335469879,7.418559231,7.95692565,7.441541181,8.833174047,14.07331985,13.08051764,17.38817424,16.77381569,11.77177797,
Belarus,BLR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.644007239,4.279336689,3.441149687,2.294690056,2.411046297,2.809789169,4.166529087,4.892767234,3.93452031,4.019655862,3.629038736,2.407996618,3.934864753,3.434247498,4.035998306,3.274221409,6.453454591,5.816262372,6.816117404,9.432498717,10.3371028,12.01938445,
Belize,BLZ,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,6.665896844,13.38696149,10.98824343,9.58287796,8.28833292,7.878154126,7.165588869,6.371450797,5.572611245,6.275312067,8.85343506,12.19482538,12.7698965,11.71927131,13.76891046,10.77685068,15.29162686,19.00184368,31.96213282,25.23677059,37.38723966,35.70482121,16.71720259,78.12318297,16.15588722,16.30244067,14.56428162,13.29045518,14.86875763,12.73967309,8.426801973,
Bermuda,BMU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,22.56884627,24.8397317,53.45878187,34.10899931,35.46036148,36.21016053,59.74891115,51.86040044,63.88089623,50.29820993,37.44767612,34.33508403,54.93004354,33.50218929,39.3679558,35.72226351,37.24434046,37.88323585,29.52183697,29.92837335,31.1553972,31.64784,29.48205855,28.82096873,39.75861613,33.4014409,28.99462697,21.18295798,19.38447757,15.35460718,9.457101405,13.74939007,12.76386955,10.16490629,9.359002702,4.734816504,5.17088676,4.176725014,7.287226887,
Brazil,BRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,43.82891639,38.3154037,42.82017765,58.40940714,63.13761529,63.63792911,66.59236341,82.11843283,54.915402,45.59470617,39.34408202,46.48179141,41.84983641,45.93392988,36.54208465,22.6383654,23.42503209,21.24075709,25.1582411,31.24184371,38.56566009,43.6948078,59.84653916,80.75590993,115.3082775,85.89835346,70.6965784,71.09375378,67.17026208,47.89356709,46.18651968,38.24855232,28.05208962,23.47129595,23.48807025,19.04430038,19.36716574,15.50401721,28.18005986,21.57128286,
Barbados,BRB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.792240458,4.846068982,11.85062723,12.68494667,14.41676431,11.20671774,17.35758308,11.31862131,12.06810335,
Botswana,BWA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,3.214084206,1.552458062,1.88854669,2.460431607,1.611770803,1.89169341,1.613745097,2.24585667,3.006198811,3.711770631,5.35025149,4.254897242,3.871391319,4.243158849,3.339353026,4.348714456,3.445791796,3.905461706,3.618202591,4.0107105,3.147617545,5.243627662,2.825146736,2.595365892,2.1649802,2.040510602,1.733407222,1.961599696,1.249003217,1.021115229,0.930041318,0.977434641,0.727620613,1.267445434,1.211185725,1.454259295,1.017186268,0.812652233,2.268391179,,
Central African Republic,CAF,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,3.311967355,3.576730951,2.348697213,4.864108862,6.0878985,5.054085736,12.84464542,16.27423517,14.21840364,15.0838127,14.06821277,13.78393085,15.6678817,13.21255638,8.320196149,9.257105041,4.963052913,12.92945503,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,8.592462291,10.88090156,7.959643504,8.373020478,9.701010331,9.593810247,9.633988308,11.3647887,11.68547631,11.92967379,10.20935886,11.14197628,8.914135673,9.883620977,8.802234687,8.661556523,8.65454443,11.59142237,9.108538295,8.094869121,8.318327782,7.48596973,3.425856017,3.384392236,2.664744602,2.369052622,2.06687292,2.902769525,3.373420363,3.46521708,3.158755302,1.50032734,1.875814546,
Cote d'Ivoire,CIV,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,9.463224905,11.26470178,10.92720495,15.31712453,20.11076013,38.65948796,52.57581706,54.14587112,49.93745902,37.54968577,34.82469325,35.44815569,38.40196581,32.38702399,33.22679408,35.4379511,37.86126819,32.07798838,33.22314381,35.17179343,23.1122534,26.52597423,22.47061598,25.66788888,26.82012422,22.66110247,13.28712224,13.84582914,8.620788814,4.978060358,3.522797203,2.839007524,4.394811834,9.000882821,8.997812791,5.791552876,5.169633921,5.773036868,9.530034769,11.58923356,
Cameroon,CMR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,6.913782473,9.559772413,10.35471177,13.3344436,16.58985986,21.50915168,19.04235178,20.41020678,30.22534699,26.11486062,30.78208628,29.1029211,17.2861405,20.52429808,17.66368549,16.51180054,24.56572667,21.30078819,21.00663749,20.08528313,20.27071349,21.13674816,24.79029444,20.77505376,11.93715903,11.56002166,13.4895386,15.51736035,19.1322451,10.06267389,7.642247766,5.924710082,7.388789145,3.553594233,4.326016968,3.128478261,2.653940686,,
"Congo, Rep.",COG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,5.37094335,13.33919339,10.55873124,20.43721754,19.88760598,28.56369393,26.6466309,34.3211404,46.23552834,45.03458556,46.06878477,27.92685938,34.57177148,26.26408795,14.71616422,13.3399071,54.12997706,13.49288863,20.74442988,7.683131943,3.068322339,1.539401949,1.704708044,4.244934176,1.21267271,2.318571092,5.800070927,2.254893201,1.380204442,1.761820395,,,,,,,,
Colombia,COL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,28.481158,27.89431772,27.42808852,23.17304085,22.00767276,15.12545142,13.68771638,11.31921586,12.14051328,14.8665012,16.58963126,22.76211288,30.42221774,39.51294175,30.86212462,43.18076256,34.35745389,40.31687295,47.46172945,51.61243265,43.32630179,39.77910309,41.52002599,35.43399368,49.28684296,33.60238673,38.98284952,29.7539705,31.30320572,41.63203269,29.79613265,38.92524164,45.18165698,52.48604185,37.41160152,38.87354356,33.33586085,23.05834761,17.18858494,21.60406763,20.2665308,15.12665423,21.17883253,14.01779115,19.47109099,
Comoros,COM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,2.87297937,4.342429298,3.751317709,6.449413163,26.00843932,10.64548869,7.591207017,5.851899492,2.576623422,3.832779794,2.907173996,15.68703933,11.02824626,3.880939083,6.60623641,1.960357038,,,,,,,,6.354700847,7.378005285,6.771372366,5.939227605,34.07971774,15.49259331,14.6678405,4.743785868,3.809169861,12.77082108,0.42791352,0.654452614,
Cabo Verde,CPV,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,1.153473293,4.403431494,7.755139575,16.22474737,15.65364154,12.61914122,16.23096631,17.03078432,11.45861613,9.084012608,14.74221502,18.85174834,12.35302063,14.33357554,11.15488078,7.688920958,10.52934463,16.15404653,15.30636546,10.71093256,7.860181474,11.39375981,7.014037693,7.657270713,9.57641686,6.426953412,4.974891866,4.247487885,5.693173512,5.556612228,4.946990969,4.522234495,4.507696058,4.771193128,
Costa Rica,CRI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,22.77401713,41.17863415,36.07927652,30.40021336,28.72467273,22.9090432,61.53198021,33.47986603,43.24224532,36.49319539,23.28988809,25.36496262,18.25,24.5314545,18.61123908,20.57541215,18.57296258,14.91764604,14.35231549,12.20285545,10.40249527,7.8499954,6.654071915,8.146765447,9.891248631,9.230308085,9.913270728,10.35655468,11.10596466,9.109517943,8.836205821,14.46442336,11.59733168,8.006739563,11.5459546,15.04913655,20.80859246,21.11530845,
Caribbean small states,CSS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.691373278,4.709999937,3.616991531,4.666356546,5.049653987,5.421609415,3.132183902,2.20195722,4.359024147,6.926174675,5.191988119,5.278041599,5.682666886,6.896152296,5.554973321,7.680452114,8.39782885,8.40574333,8.543996804,8.069695976,8.56798135,8.784239114,8.240922403,6.069428066,
Dominica,DMA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,2.483606557,2.813455657,5.630815109,10.98128342,11.19948187,8.480297803,11.86840268,8.577757767,9.544186047,6.632592416,6.43130805,6.055011276,7.509774882,7.543518851,6.345027088,5.639468916,7.841047231,6.983597231,6.892628536,7.378078451,14.20770119,10.24995554,13.19084471,13.46601675,12.08943711,12.68466623,12.5698703,11.59374162,13.45630029,8.584808322,8.494160274,11.92677924,10.74976786,10.51728604,
Denmark,DNK,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,17.93462282,17.77236887,14.0884634,15.99632068,9.735038085,11.0678684,13.19599109,15.38669505,20.21842601,28.04593761,29.21209352,26.30405405,34.96135055,30.25218227,19.68147448,22.97203213,26.61159218,19.86062607,18.07020297,15.90996816,12.45469239,14.04783458,18.03464238,6.836098687,9.572129245,7.103978563,7.201214594,6.434402211,5.004666545,4.719473999,5.71300734,7.276929474,7.961059956,9.616003793,8.143417612,9.13948665,15.18004521,15.13281947,15.07142071,16.65381655,10.52684353,10.76280476,16.46618637,16.95733759,18.48944574,
Algeria,DZA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,18.36283027,25.09295564,30.20255328,28.16570646,28.6412391,31.76639013,34.70843844,37.70819826,36.36462503,58.80171185,56.22199574,80.25957935,69.10307558,65.0795537,71.69113219,,,,,,,,,,,,,,11.91023315,22.47936572,2.038663026,1.444380117,1.995355946,1.036178549,0.789797295,1.090830711,0.741475973,0.447171339,
East Asia & Pacific (excluding high income),EAP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,16.34552843,17.08939449,17.07704422,22.36261062,22.45644078,20.72251978,21.10281947,19.04240097,17.6779361,15.70390546,15.30592041,15.6618589,13.55213619,12.70641883,13.31199196,12.23292885,12.72016245,14.00744788,11.40397109,12.50873901,12.38462429,10.6475458,7.02231771,6.643401709,5.786164721,4.850281854,3.833141893,4.909585146,4.651854077,4.431864901,4.320407993,3.278806112,3.782645354,
Early-demographic dividend,EAR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08397563,16.18619829,16.98073284,15.91717879,19.44026385,27.1080773,26.62025628,26.12156166,29.07736034,24.17040624,22.48484441,26.23167388,23.75238259,25.21388275,24.22934259,33.23770516,32.02655249,25.0054946,23.21302247,27.94550648,23.73353384,
Europe & Central Asia,ECS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,11.09365833,12.54667323,19.80556834,45.61207489,34.1619692,46.90701169,78.72201902,29.88618764,37.9721306,33.21984389,43.4114104,34.21591093,40.07193839,35.8600346,33.21031336,32.36611402,26.21199041,24.15863425,21.34664521,26.68019001,23.09889438,30.51098555,34.1954862,41.3110057,30.54086389,34.38081377,34.55620597,32.72758413,41.27453352,35.93168004,29.41867672,22.71483977,11.07099725,30.02076739,9.064205138,9.726488275,9.817400356,11.23691791,13.77060811,
"Egypt, Arab Rep.",EGY,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,13.78819442,15.93695191,11.82714652,18.95621544,22.36498195,23.74033592,28.61716917,32.80432852,38.70226925,42.36422637,22.91887842,32.08427716,36.46600555,28.7483886,22.04408402,21.93346882,17.37666932,16.66817168,16.1534506,14.48047771,12.24022271,13.01219295,12.84076765,9.805220176,11.07061064,11.60339284,12.67114208,7.784269281,6.941915672,6.19951071,5.996608464,5.634654128,6.433650578,6.099714575,7.37293016,6.536456456,7.513523605,12.67369418,
Euro area,EMU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105342724,,0.222674423,2.924733224,5.29842137,4.28599725,,,,,,,,,,,,,,,
Spain,ESP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,5.761404535,6.727438073,5.333894233,7.821241352,10.89531144,13.08215143,18.78291261,20.73619828,24.56463941,29.74906526,36.93713282,44.91130645,40.78107872,38.9838445,30.62609633,23.82587573,18.92374806,15.82229374,18.497152,41.63865733,9.965232184,12.23162416,16.3333665,13.73932902,18.39572893,7.94318626,7.262707011,5.907478024,4.759271479,6.189515136,4.901995902,3.142673976,3.002888511,3.948792422,6.054096126,7.185085571,,,
European Union,EUU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,3.903948748,6.002974033,5.41958752,6.811418649,7.977402557,10.19606331,11.7154048,11.48187874,11.80920119,10.14046228,8.498445068,9.146219628,9.403190571,6.946261252,5.941932946,6.246436757,3.719497087,2.126976218,1.614383819,2.109447159,2.540019032,2.446480597,1.728669167,1.666921578,1.19713363,0.829518702,0.846202184,0.885960789,1.637592602,1.151572676,1.747687111,1.241366364,8.237158935,1.54733974,1.884213515,,
France,FRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
